time,Q1,T1,Tsp1,Q2,T2,Tsp2
5215.67841053009,,23.9,41.0,,23.48,45.0
5220.570155382156,,23.83,41.0,,23.48,45.0
5225.45535326004,,23.99,41.0,,23.48,45.0
5230.518458843231,,23.96,41.0,,23.48,45.0
5235.405385017395,,23.86,43.0,,23.48,45.0
5240.308709144592,,23.93,43.0,,23.48,45.0
5245.2166113853455,,23.9,43.0,,23.48,45.0
5250.171644926071,,24.06,43.0,,23.48,45.0
5255.083906412125,,23.9,43.0,,23.48,45.0
5259.986238956451,,23.96,43.0,,23.48,45.0
5264.9167358875275,,23.9,43.0,,23.48,45.0
5269.911027908325,,23.96,43.0,,23.48,45.0
5275.064051389694,,23.86,43.0,,23.48,45.0
5279.967270612717,,23.83,43.0,,23.48,45.0
5285.042346954346,,23.86,43.0,,23.48,45.0
5289.945961475372,,23.99,43.0,,23.48,45.0
5294.830862760544,,23.96,43.0,,23.48,45.0
5299.721074342728,,23.93,43.0,,23.48,45.0
5304.6617131233215,,23.96,43.0,,23.48,45.0
5309.651259422302,,23.99,43.0,,23.48,45.0
5314.524127960205,,24.02,43.0,,23.48,45.0
5319.452358961105,,24.02,43.0,,23.48,45.0
5324.339963674545,,23.96,43.0,,23.48,45.0
5329.238961219788,,24.02,43.0,,23.48,45.0
5334.157528162003,,23.96,43.0,,23.48,45.0
5339.198447942734,,23.93,43.0,,23.48,45.0
5344.095587015152,,24.02,43.0,,23.48,45.0
5349.023644447327,,24.06,43.0,,23.48,45.0
5353.915815830231,,24.02,43.0,,23.51,45.0
5358.868884086609,,24.02,43.0,,23.48,45.0
5363.8362991809845,,24.02,43.0,,23.48,45.0
5368.710741758347,,24.06,43.0,,23.48,45.0
5373.679620504379,,24.06,43.0,,23.48,45.0
5378.68634057045,,24.09,43.0,,23.48,45.0
5383.591276884079,,24.06,43.0,,23.48,45.0
5388.466404438019,,24.06,43.0,,23.48,45.0
5393.540615797043,,24.12,43.0,,23.48,45.0
5398.4285271167755,,24.09,43.0,,23.48,45.0
5403.361319065094,,24.09,43.0,,23.48,45.0
5408.321415424347,,24.09,43.0,,23.48,45.0
5413.3272132873535,,24.02,43.0,,23.48,45.0
5418.280450105667,,24.02,43.0,,23.48,45.0
5423.1724152565,,24.09,43.0,,23.48,45.0
5428.1040823459625,,24.12,43.0,,23.48,45.0
5433.033249139786,,24.09,43.0,,23.48,45.0
5437.911423206329,,24.09,43.0,,23.48,45.0
5442.8813219070435,,24.09,43.0,,23.48,45.0
5447.854034900665,,24.06,43.0,,23.48,45.0
5452.799722194672,,24.02,43.0,,23.48,45.0
5457.753875255585,,24.09,43.0,,23.48,45.0
5462.707512140274,,24.12,43.0,,23.48,45.0
5467.654017210007,,24.06,43.0,,23.48,45.0
5472.528504371643,,24.06,43.0,,23.48,45.0
5477.4123866558075,,24.12,43.0,,23.48,45.0
5482.372371912003,,24.12,43.0,,23.48,45.0
5487.3577082157135,,24.09,43.0,,23.48,45.0
5492.343934059143,,24.12,43.0,,23.48,45.0
5497.210418462753,,24.12,43.0,,23.48,45.0
5503.149402141571,,24.09,43.0,,23.48,45.0
5508.097059726715,,24.09,43.0,,23.48,45.0
5513.112012386322,,24.06,43.0,,23.48,45.0
5518.163339853287,,24.09,43.0,,23.48,45.0
5523.102063894272,,24.12,43.0,,23.51,45.0
5528.015910863876,,24.06,43.0,,23.48,45.0
5532.924209594727,,24.09,43.0,,23.48,45.0
5537.845239162445,,24.12,43.0,,23.48,45.0
5542.727799654007,,24.09,43.0,,23.48,45.0
5547.66520357132,,24.09,43.0,,23.48,45.0
5552.605149030685,,24.12,43.0,,23.48,45.0
5557.505474090576,,24.09,43.0,,23.48,45.0
5562.40211892128,,24.12,43.0,,23.48,45.0
5567.302090644836,,24.12,43.0,,23.48,45.0
5572.3042075634,,24.09,43.0,,23.48,45.0
5577.221359968185,,24.09,43.0,,23.51,45.0
5582.110767126083,,24.09,43.0,,23.51,45.0
5587.077471256256,,24.09,43.0,,23.48,45.0
5591.991343021393,,24.12,43.0,,23.48,45.0
5596.887387752533,,24.02,43.0,,23.48,45.0
5601.7702486515045,,24.12,43.0,,23.48,45.0
5606.673558950424,,24.12,43.0,,23.48,45.0
5611.729168653488,,24.12,43.0,,23.48,45.0
5616.636009454727,,24.12,43.0,,23.51,45.0
5621.518792629242,,24.12,43.0,,23.48,45.0
5626.469533920288,,24.12,43.0,,23.48,45.0
5631.418291091919,,24.02,43.0,,23.48,45.0
5636.397315740585,,24.09,43.0,,23.48,45.0
5641.267737627029,,24.09,43.0,,23.44,45.0
5646.207472085953,,24.09,43.0,,23.48,45.0
5651.096142530441,,24.12,43.0,,23.48,45.0
5655.988731384277,,24.12,43.0,,23.48,45.0
5660.94046163559,,24.12,43.0,,23.48,45.0
5665.882352590561,,24.12,43.0,,23.48,45.0
5670.746798753738,,24.12,43.0,,23.48,45.0
5675.6207230091095,,24.12,43.0,,23.48,45.0
5680.508450984955,,24.09,43.0,,23.48,45.0
5685.474345207214,,24.06,43.0,,23.48,45.0
5690.403750896454,,24.09,43.0,,23.48,45.0
5695.325182199478,,24.09,43.0,,23.48,45.0
5700.219083070755,,24.12,43.0,,23.51,45.0
5705.127272367477,,24.12,43.0,,23.48,45.0
5710.024697065353,,24.12,43.0,,23.51,45.0
5714.942317724228,,24.12,43.0,,23.48,45.0
5719.85999584198,,24.09,43.0,,23.51,45.0
5724.749833583832,,24.09,43.0,,23.48,45.0
5729.660699367523,,24.12,43.0,,23.48,45.0
5734.556885242462,,24.12,43.0,,23.48,45.0
5739.501928567886,,24.12,43.0,,23.48,45.0
5744.418091535568,,24.12,43.0,,23.48,45.0
5749.3389003276825,,24.12,43.0,,23.48,45.0
5754.292744636536,,24.09,43.0,,23.51,45.0
5759.204759120941,,24.09,43.0,,23.51,45.0
5765.11572098732,,24.09,43.0,,23.48,45.0
5770.013938903809,,24.12,43.0,,23.48,45.0
5774.978796482086,,24.12,43.0,,23.48,45.0
5779.884731054306,,24.12,43.0,,23.48,45.0
5784.785903453827,,24.12,43.0,,23.48,45.0
5789.675353527069,,24.09,43.0,,23.48,45.0
5794.635065078735,,24.12,43.0,,23.48,45.0
5799.514755964279,,24.09,43.0,,23.48,45.0
5804.402151346207,,24.12,43.0,,23.48,45.0
5809.35080575943,,24.09,43.0,,23.48,45.0
5814.237703084946,,24.12,43.0,,23.48,45.0
5819.129529237747,,24.09,43.0,,23.48,45.0
5824.04692196846,,24.09,43.0,,23.48,45.0
5829.048732757568,,24.12,43.0,,23.48,45.0
5833.947897911072,,24.12,43.0,,23.48,45.0
5838.8745748996735,,24.12,43.0,,23.48,45.0
5843.771738290787,,24.09,43.0,,23.48,45.0
5848.689726114273,,24.12,43.0,,23.51,45.0
5853.569041728973,,24.02,43.0,,23.48,45.0
5858.43950009346,,24.12,43.0,,23.48,45.0
5863.367993354797,,24.12,43.0,,23.48,45.0
5868.249387979507,,24.06,43.0,,23.48,45.0
5873.155462741852,,24.12,43.0,,23.48,45.0
5878.187956809998,,24.12,43.0,,23.51,45.0
5883.125767946243,,24.09,43.0,,23.48,45.0
5888.015833854675,,24.12,43.0,,23.48,45.0
5892.930526971817,,24.12,43.0,,23.48,45.0
5897.851667165756,,24.12,43.0,,23.48,45.0
5902.799139261246,,24.12,43.0,,23.48,45.0
5907.704392671585,,24.12,43.0,,23.51,45.0
5912.661709308624,,24.12,43.0,,23.48,45.0
5917.572525978088,,24.12,43.0,,23.51,45.0
5922.464768409729,,24.09,43.0,,23.48,45.0
5927.345289707184,,24.12,43.0,,23.48,45.0
5932.263663053513,,24.06,43.0,,23.48,45.0
5937.200340270996,,24.12,43.0,,23.48,45.0
5942.093883037567,,24.12,43.0,,23.48,45.0
5946.981600284576,,24.09,43.0,,23.48,45.0
5951.894689321518,,24.09,43.0,,23.48,45.0
5956.821843862534,,24.12,43.0,,23.48,45.0
5961.732244253159,,24.09,43.0,,23.48,45.0
5966.6602330207825,,24.12,43.0,,23.48,45.0
5971.714201211929,,24.12,43.0,,23.48,45.0
5976.609277963638,,24.12,43.0,,23.48,45.0
5981.50324678421,,24.12,43.0,,23.48,45.0
5987.39226937294,,24.12,43.0,,23.51,45.0
5992.417630910873,,24.12,43.0,,23.48,45.0
5997.298520088196,,24.12,43.0,,23.48,45.0
6002.19317984581,,24.12,43.0,,23.48,45.0
6007.231725931168,,24.12,43.0,,23.48,45.0
6012.309873819351,,24.12,43.0,,23.48,45.0
6017.1782014369965,,24.06,43.0,,23.48,45.0
6023.093267440796,,24.09,43.0,,23.48,45.0
6028.033839702606,,24.09,43.0,,23.48,45.0
6032.96607542038,,24.12,43.0,,23.48,45.0
6037.807380437851,,24.12,43.0,,23.51,45.0
6042.763938903809,,24.12,43.0,,23.48,45.0
6047.727216720581,,24.09,43.0,,23.48,45.0
6052.634349822998,,24.09,43.0,,23.48,45.0
6057.513157129288,,24.06,43.0,,23.48,45.0
6062.502256631851,,24.12,43.0,,23.48,45.0
6067.435688257217,,24.12,43.0,,23.48,45.0
6072.331666469574,,24.09,43.0,,23.48,45.0
6077.20966386795,,24.06,43.0,,23.48,45.0
6082.157241344452,,24.09,43.0,,23.48,45.0
6087.0725440979,,24.09,43.0,,23.48,45.0
6091.981910467148,,24.09,43.0,,23.48,45.0
6096.868116140366,,24.09,43.0,,23.51,45.0
6101.809390306473,,24.02,43.0,,23.48,45.0
6106.699768781662,,24.09,43.0,,23.51,45.0
6111.598850250244,,24.09,43.0,,23.48,45.0
6116.516329526901,,24.06,43.0,,23.48,45.0
6121.471454620361,,24.02,43.0,,23.48,45.0
6126.366654157639,,24.02,43.0,,23.48,45.0
6131.264795064926,,24.02,43.0,,23.48,45.0
6136.194909095764,,24.02,43.0,,23.48,45.0
6141.056842327118,,24.12,43.0,,23.48,45.0
6145.952914714813,,23.99,43.0,,23.51,45.0
6150.861374378204,,24.06,43.0,,23.48,45.0
6155.282537698746,,23.99,43.0,,23.48,45.0
6160.204454421997,,24.09,43.0,,23.48,45.0
6165.093845844269,,24.02,43.0,,23.48,45.0
6170.005819797516,,24.12,43.0,,23.48,45.0
6174.965706348419,,24.02,43.0,,23.48,45.0
6179.843593835831,,24.02,43.0,,23.48,45.0
6184.742029666901,,24.02,43.0,,23.44,45.0
6189.727209329605,,24.06,43.0,,23.48,45.0
6194.621610403061,,24.02,43.0,,23.48,45.0
6199.547154426575,,24.06,43.0,,23.48,45.0
6204.4420874118805,,24.02,43.0,,23.48,45.0
6209.538374662399,,24.06,43.0,,23.48,45.0
6214.4345915317535,,23.99,43.0,,23.48,45.0
6219.350097894669,,23.99,43.0,,23.48,45.0
6224.25949549675,,24.02,43.0,,23.48,45.0
6229.213745355606,,23.93,43.0,,23.48,45.0
6234.105977773666,,23.93,43.0,,23.48,45.0
6239.099880933762,,23.96,43.0,,23.48,45.0
6244.063543081284,,23.99,43.0,,23.48,45.0
6249.086789608002,,23.93,43.0,,23.48,45.0
6254.260214090347,,23.93,43.0,,23.48,45.0
6259.156735897064,,24.02,43.0,,23.48,45.0
6264.112004041672,,23.96,43.0,,23.48,45.0
6269.032319307327,,23.93,43.0,,23.48,45.0
6273.98134636879,,23.9,43.0,,23.48,45.0
6278.862798690796,,23.86,43.0,,23.48,45.0
6283.828206777573,,23.93,43.0,,23.48,45.0
6289.7130789756775,,23.96,43.0,,23.48,45.0
6294.609598636627,,23.9,43.0,,23.48,45.0
6299.525655269623,,23.96,43.0,,23.48,45.0
6304.4363560676575,,23.96,43.0,,23.48,45.0
6309.436687469482,,23.99,43.0,,23.48,45.0
6314.387746810913,,23.99,43.0,,23.48,45.0
6319.349595069885,,23.83,43.0,,23.48,45.0
6324.242471456528,,23.99,43.0,,23.48,45.0
6329.182775735855,,23.99,43.0,,23.48,45.0
6334.102439165115,,23.93,43.0,,23.48,45.0
6339.043513774872,,23.83,43.0,,23.48,45.0
6343.947532892227,,23.86,43.0,,23.48,45.0
6348.894149780273,,23.8,43.0,,23.48,45.0
6353.845295667648,,23.86,43.0,,23.48,45.0
6358.798756837845,,23.9,43.0,,23.48,45.0
6363.7225522994995,,23.83,43.0,,23.48,45.0
6368.64271569252,,23.96,43.0,,23.44,45.0
6373.72741985321,,23.9,43.0,,23.48,45.0
6378.647041320801,,23.93,43.0,,23.48,45.0
6383.559788227081,,23.9,43.0,,23.48,45.0
6388.55978512764,,23.86,43.0,,23.48,45.0
6393.704854488373,,23.83,43.0,,23.48,45.0
6398.625082015991,,23.96,43.0,,23.48,45.0
6403.535783529282,,23.83,43.0,,23.48,45.0
6408.553163051605,,23.86,43.0,,23.48,45.0
6413.589366674423,,23.83,43.0,,23.48,45.0
6418.517407417297,,23.9,43.0,,23.48,45.0
6423.472345113754,,23.93,43.0,,23.48,45.0
6428.511028766632,,24.12,43.0,,23.8,45.0
6433.504770278931,,24.19,43.0,,23.8,45.0
6438.452063798904,,24.44,43.0,,24.12,45.0
6443.4685389995575,,24.44,43.0,,24.12,45.0
6448.4964253902435,,24.44,43.0,,24.31,45.0
6453.456453084946,,24.77,43.0,,24.44,45.0
6458.622298002243,,24.77,43.0,,24.44,45.0
6463.691296339035,,24.86,43.0,,24.77,45.0
6468.64984869957,,25.09,43.0,,24.77,45.0
6473.619626998901,,25.09,43.0,,24.77,45.0
6478.547556638718,,25.09,43.0,,24.83,45.0
6483.555789232254,,25.41,43.0,,25.09,45.0
6488.474400281906,,25.41,43.0,,25.09,45.0
6493.411586999893,,25.41,43.0,,25.09,45.0
6498.367860794067,,25.41,43.0,,25.12,45.0
6503.3447206020355,,25.54,43.0,,25.35,45.0
6508.27575969696,,25.67,43.0,,25.41,45.0
6513.230537652969,,25.73,43.0,,25.41,45.0
6518.143572330475,,25.73,43.0,,25.41,45.0
6523.040887594223,,25.73,43.0,,25.41,45.0
6527.913473367691,,25.73,43.0,,25.41,45.0
6532.838376045227,,25.73,43.0,,25.41,45.0
6538.809459209442,,25.73,43.0,,25.41,45.0
6543.708024263382,,25.73,43.0,,25.41,45.0
6548.603728532791,,25.73,43.0,,25.41,50.0
6553.64951634407,,25.73,43.0,,25.41,50.0
6558.665243864059,,25.73,43.0,,25.41,50.0
6563.585727453232,,25.73,43.0,,25.41,50.0
6568.482605218887,,25.73,43.0,,25.41,50.0
6573.434412717819,,25.73,43.0,,25.41,50.0
6578.350255727768,,25.73,43.0,,25.38,50.0
6583.3069460392,,25.73,43.0,,25.41,50.0
6588.228195667267,,25.7,43.0,,25.35,50.0
6593.190898656845,,25.7,43.0,,25.18,50.0
6598.200472354889,,25.73,43.0,,25.09,50.0
6603.088940382004,,25.47,43.0,,25.09,50.0
6607.992823600769,,25.44,43.0,,25.09,50.0
6613.149617433548,,25.41,43.0,,25.09,50.0
6618.104854822159,,25.41,43.0,,25.09,50.0
6623.0088086128235,,25.41,43.0,,25.09,50.0
6627.974506855011,,25.41,43.0,,25.09,50.0
6632.951286077499,,25.41,43.0,,25.09,50.0
6637.850217819214,,25.41,43.0,,25.09,50.0
6642.861853122711,,25.41,43.0,,25.09,50.0
6647.813700199127,,25.41,43.0,,25.09,50.0
6652.742305517197,,25.41,43.0,,24.96,50.0
6657.68331694603,,25.38,43.0,,24.89,50.0
6662.609192371368,,25.41,43.0,,24.77,50.0
6667.7396068573,,25.18,43.0,,24.77,50.0
6672.661556720734,,25.15,43.0,,24.77,50.0
6677.587846040726,,25.12,43.0,,24.77,50.0
6682.565038442612,,25.09,43.0,,24.77,50.0
6687.5377197265625,,25.09,43.0,,24.77,50.0
6692.518596172333,,25.09,43.0,,24.77,50.0
6697.45299744606,,25.09,43.0,,24.77,50.0
6702.4392120838165,,25.09,43.0,,24.77,50.0
6707.37465429306,,25.09,43.0,,24.77,50.0
6712.28667473793,,25.09,43.0,,24.77,50.0
6717.235576629639,,25.09,43.0,,24.77,50.0
6722.2169687747955,,25.09,43.0,,24.77,50.0
6727.124656677246,,25.09,43.0,,24.77,50.0
6732.019456148148,,25.06,43.0,,24.67,50.0
6737.112701177597,,25.09,43.0,,24.6,50.0
6742.041278123856,,25.06,43.0,,24.48,50.0
6746.9716629981995,,24.99,43.0,,24.44,50.0
6751.977867603302,,24.77,43.0,,24.44,50.0
6756.9234437942505,,24.77,43.0,,24.44,50.0
6761.844977855682,,24.8,43.0,,24.44,50.0
6766.762257575989,,24.77,43.0,,24.44,50.0
6771.825441598892,,24.77,43.0,,24.44,50.0
6776.788853168488,,24.77,43.0,,24.44,50.0
6781.665426492691,,24.77,43.0,,24.44,50.0
6786.557145118713,,24.77,43.0,,24.44,50.0
6791.518309593201,,24.77,43.0,,24.44,50.0
6796.415914297104,,24.77,43.0,,24.44,50.0
6801.328783035278,,24.77,43.0,,24.44,50.0
6806.254267692566,,24.77,43.0,,24.44,50.0
6811.251616239548,,24.77,43.0,,24.44,50.0
6816.324294567108,,24.77,43.0,,24.44,50.0
6821.222444295883,,24.77,43.0,,24.44,50.0
6826.275927782059,,24.77,43.0,,24.44,50.0
6831.243351221085,,24.77,43.0,,24.44,50.0
6836.17701458931,,24.77,43.0,,24.41,50.0
6841.2454226017,,24.77,43.0,,24.31,50.0
6846.2292058467865,,24.77,43.0,,24.19,50.0
6851.140651464462,,24.73,43.0,,24.19,50.0
6856.069979667664,,24.73,43.0,,24.12,50.0
6861.052751302719,,24.73,43.0,,24.12,50.0
6866.019193410873,,24.7,43.0,,24.12,50.0
6870.894976377487,,24.57,43.0,,24.12,50.0
6875.805744409561,,24.57,43.0,,24.12,50.0
6880.748919725418,,24.51,43.0,,24.12,50.0
6885.7040457725525,,24.48,43.0,,24.12,50.0
6890.755168914795,,24.44,43.0,,24.12,50.0
6895.702130079269,,24.44,43.0,,24.12,50.0
6900.671063661575,,24.48,43.0,,24.12,50.0
6905.602362394333,,24.44,43.0,,24.12,50.0
6910.52136182785,,24.44,43.0,,24.12,50.0
6915.473460674286,,24.44,43.0,,24.12,50.0
6920.4643471241,,24.44,43.0,,24.12,50.0
6925.406629562378,,24.44,43.0,,24.12,50.0
6930.358123064041,,24.44,43.0,,24.12,50.0
6935.286159276962,,24.44,43.0,,24.12,50.0
6940.252907752991,,24.44,43.0,,24.12,50.0
6945.161224603653,,24.44,43.0,,24.12,50.0
6950.067039966583,,24.44,43.0,,24.12,50.0
6955.037800312042,,24.44,43.0,,24.12,50.0
6960.003160476685,,24.44,43.0,,24.12,50.0
6964.951900720596,,24.44,43.0,,24.09,50.0
6969.879172801971,,24.44,43.0,,24.12,50.0
6974.864359140396,,24.44,43.0,,24.06,50.0
6979.806033611298,,24.44,43.0,,24.02,50.0
6984.764728307724,,24.44,43.0,,24.09,50.0
6989.693918228149,,24.44,43.0,,24.06,50.0
6994.660019636154,,24.44,43.0,,23.93,50.0
6999.5648283958435,,24.44,43.0,,24.09,50.0
7004.495576381683,,24.44,43.0,,23.93,50.0
7009.567374944687,,24.44,43.0,,23.99,50.0
7014.4995856285095,,24.44,43.0,,23.9,50.0
7019.427959918976,,24.44,43.0,,23.8,50.0
7024.367038011551,,24.44,43.0,,23.86,50.0
7029.345215082169,,24.44,43.0,,23.83,50.0
7034.2778124809265,,24.44,43.0,,23.8,50.0
7039.193547010422,,24.44,43.0,,23.8,50.0
7045.135189533234,,24.44,43.0,,23.8,50.0
7050.1021683216095,,24.44,43.0,,23.8,50.0
7054.992726802826,,24.44,43.0,,23.8,50.0
7060.04555606842,,24.38,43.0,,23.8,50.0
7065.012938976288,,24.38,43.0,,23.8,50.0
7070.0797736644745,,24.41,43.0,,23.8,50.0
7074.993669748306,,24.35,43.0,,23.8,50.0
7079.930672645569,,24.35,43.0,,23.8,50.0
7084.870187997818,,24.28,43.0,,23.8,50.0
7089.785568475723,,24.28,43.0,,23.8,50.0
7094.7015380859375,,24.22,43.0,,23.8,50.0
7099.645393610001,,24.25,43.0,,23.8,50.0
7104.634686231613,,24.28,43.0,,23.8,50.0
7109.576451301575,,24.15,43.0,,23.8,50.0
7114.570643663406,,24.19,43.0,,23.8,50.0
7119.548944234848,,24.15,43.0,,23.8,50.0
7124.452999353409,,24.12,43.0,,23.8,50.0
7129.408235549927,,24.12,43.0,,23.8,50.0
7134.357412815094,,24.15,43.0,,23.8,50.0
7139.329493999481,,24.15,43.0,,23.8,50.0
7144.250964641571,,24.12,43.0,,23.8,50.0
7149.195063591003,,24.12,43.0,,23.8,50.0
