Q1,T1,Tsp
100.0,43.13,57.0
100.0,43.26,57.0
100.0,43.46,57.0
100.0,43.78,57.0
100.0,43.78,57.0
100.0,44.1,57.0
100.0,44.26,57.0
100.0,44.42,57.0
100.0,44.62,57.0
99.52722010097497,44.75,57.0
99.17664965496057,44.97,57.0
99.53236510238641,45.07,57.0
98.54923537750237,45.39,57.0
97.53274137516014,45.71,57.0
97.64647668247214,45.84,57.0
97.32345186252587,46.04,57.0
96.25936620273583,46.36,57.0
95.16556695346824,46.68,57.0
94.41125094127649,46.94,57.0
94.85486574840539,47.0,57.0
93.70961636333459,47.32,57.0
93.69590892581931,47.45,57.0
93.24522558860772,47.65,57.0
92.047654696083,47.97,57.0
91.98181294879905,48.1,57.0
91.53977984638206,48.29,57.0
90.29409732360833,48.61,57.0
89.74974299602499,48.81,57.0
89.61513209819788,48.94,57.0
88.31459369640345,49.26,57.0
87.3544162557601,49.52,57.0
87.58834841556543,49.58,57.0
86.23655831928247,49.9,57.0
84.8589667249679,50.22,57.0
84.18637401638023,50.42,57.0
83.92287054119105,50.55,57.0
82.49349865303034,50.87,57.0
81.64646300506583,51.09,57.0
81.51347347087855,51.19,57.0
80.03272697944635,51.51,57.0
78.46583207893363,51.84,57.0
78.33179616413109,51.93,57.0
77.33918614978785,52.16,57.0
75.96390160007468,52.45,57.0
75.96536626300806,52.51,57.0
74.56163598880762,52.8,57.0
72.89151168556205,53.13,57.0
72.65434153251641,53.22,57.0
71.55886013011923,53.45,57.0
70.26363155994407,53.71,57.0
70.16248381957999,53.77,57.0
68.47659759559622,54.09,57.0
68.70964486522665,54.09,57.0
66.9979858152389,54.41,57.0
66.17181337337487,54.58,57.0
65.39391470279685,54.74,57.0
64.23727341632835,54.96,57.0
63.61122800369253,55.09,57.0
62.366694474029465,55.32,57.0
62.136509840392975,55.38,57.0
61.29335848960869,55.54,57.0
60.43754827461233,55.7,57.0
60.29853385429374,55.74,57.0
58.63671666316978,56.03,57.0
58.714334165382304,56.03,57.0
56.84635296039573,56.35,57.0
56.89835323314658,56.35,57.0
55.61281863269798,56.57,57.0
55.0392241212844,56.67,57.0
54.70087197875971,56.73,57.0
53.32409474716178,56.96,57.0
53.14489627876272,56.99,57.0
53.14570135078421,56.99,57.0
52.72090053710928,57.06,57.0
51.196093601417445,57.31,57.0
51.171276613998316,57.31,57.0
50.7207777305602,57.38,57.0
49.109224141693026,57.64,57.0
49.05800071640006,57.64,57.0
49.00673089218131,57.64,57.0
48.40806354427331,57.73,57.0
47.37684757041922,57.89,57.0
46.88002019615164,57.96,57.0
46.803175005721954,57.96,57.0
46.72590997276297,57.96,57.0
46.040936867141625,58.06,57.0
45.40887661304466,58.15,57.0
44.89094767322533,58.22,57.0
44.42782216053,58.28,57.0
44.32464508533469,58.28,57.0
44.221698796272186,58.28,57.0
44.11911356678,58.28,57.0
43.834306845474146,58.31,57.0
43.911875693130405,58.28,57.0
43.80936761207572,58.28,57.0
42.916038211250246,58.41,57.0
42.43785569324486,58.47,57.0
41.712218590927044,58.57,57.0
41.404212731552036,58.6,57.0
41.27612004966727,58.6,57.0
41.14795766563407,58.6,57.0
41.01932116050711,58.6,57.0
40.89039196128836,58.6,57.0
40.762326409530544,58.6,57.0
40.63350292320242,58.6,57.0
40.50535366172781,58.6,57.0
40.37721529502859,58.6,57.0
40.24849468345633,58.6,57.0
40.12036364097586,58.6,57.0
39.991654351425076,58.6,57.0
39.86264952964773,58.6,57.0
39.73391643638601,58.6,57.0
39.60575115318289,58.6,57.0
39.477641137313746,58.6,57.0
39.34901445884695,58.6,57.0
39.22096209068289,58.6,57.0
39.27414259529105,58.57,57.0
39.33089122161857,58.54,57.0
39.81492572174065,58.44,57.0
38.90916814918509,58.57,57.0
39.57346667823784,58.44,57.0
40.005438276863,58.35,57.0
40.322269893073944,58.28,57.0
40.21981945362082,58.28,57.0
40.117286006355194,58.28,57.0
40.01415189990988,58.28,57.0
39.91173791065207,58.28,57.0
39.80931767139426,58.28,57.0
39.70691454639426,58.28,57.0
39.604364229011445,58.28,57.0
39.50118666553488,58.28,57.0
39.39820121631613,58.28,57.0
39.29570214405051,58.28,57.0
40.165830586433344,58.12,57.0
40.866168223380946,57.99,57.0
40.96936298656455,57.96,57.0
40.89250133495322,57.96,57.0
40.81537538890829,57.96,57.0
40.92093242664328,57.93,57.0
40.66368101673117,57.96,57.0
41.01246281909933,57.89,57.0
41.306058117294235,57.83,57.0
41.60444754295339,57.77,57.0
41.786022717094355,57.73,57.0
42.274105627250584,57.64,57.0
42.222865002250586,57.64,57.0
42.171278576469334,57.64,57.0
42.12004337139121,57.64,57.0
42.068574267387305,57.64,57.0
42.017331799125586,57.64,57.0
42.391688137626566,57.57,57.0
42.52841446399681,57.54,57.0
43.457943673515224,57.38,57.0
43.42752897472372,57.38,57.0
43.822707481765654,57.31,57.0
43.79789858894339,57.31,57.0
43.77297139320364,57.31,57.0
43.74816043090811,57.31,57.0
43.72315535202017,57.31,57.0
43.69834454345694,57.31,57.0
43.67353758411399,57.31,57.0
44.195924596977164,57.22,57.0
44.17829452304833,57.22,57.0
44.768692751502925,57.12,57.0
44.94148475208272,57.09,57.0
45.359884512519734,57.02,57.0
45.54068483085623,56.99,57.0
45.54148533058157,56.99,57.0
45.54228583049765,56.99,57.0
45.5430863773345,56.99,57.0
45.54388647155752,56.99,57.0
45.544687769508265,56.99,57.0
46.33589383640281,56.86,57.0
46.89434404888143,56.77,57.0
47.520777131462005,56.67,57.0
47.547374651336575,56.67,57.0
47.57379114227285,56.67,57.0
47.60023080234518,56.67,57.0
47.809048813056854,56.64,57.0
47.65551652030935,56.67,57.0
48.47237605934134,56.54,57.0
48.32678298149099,56.57,57.0
48.54364485435477,56.54,57.0
48.76284946193687,56.51,57.0
49.410087464523244,56.41,57.0
49.639714556884655,56.38,57.0
49.87209180850972,56.35,57.0
49.9241453048705,56.35,57.0
49.97620844669331,56.35,57.0
50.02821894760121,56.35,57.0
50.08027084465016,56.35,57.0
50.13255386085499,56.35,57.0
50.18470500202168,56.35,57.0
50.23674503440846,56.35,57.0
50.2887673379897,56.35,57.0
50.52318846607198,56.32,57.0
50.39526049709309,56.35,57.0
50.447362691879164,56.35,57.0
50.49970960617055,56.35,57.0
50.734118179321186,56.32,57.0
50.78852360076894,56.32,57.0
51.63413269233695,56.19,57.0
51.33437723827352,56.25,57.0
52.73210698776234,56.03,57.0
52.81030361709584,56.03,57.0
52.88795863990773,56.03,57.0
52.96560326499928,56.03,57.0
53.043314568710215,56.03,57.0
52.93856767463672,56.06,57.0
53.19628989410389,56.03,57.0
53.273921975326424,56.03,57.0
53.35154634151447,56.03,57.0
53.42929727497089,56.03,57.0
53.50729431247699,56.03,57.0
53.40307675647723,56.06,57.0
53.66078332386005,56.03,57.0
53.738386783599736,56.03,57.0
53.81608397083271,56.03,57.0
53.89375488624561,56.03,57.0
53.97143042697895,56.03,57.0
53.86668882198321,56.06,57.0
53.94197567043292,56.06,57.0
54.19961359806049,56.03,57.0
54.277233838462706,56.03,57.0
54.173113027763236,56.06,57.0
53.457966235923664,56.19,57.0
53.15798378829945,56.25,57.0
53.03573095016468,56.28,57.0
53.276160218047984,56.25,57.0
53.51857723770131,56.22,57.0
52.79065433940875,56.35,57.0
53.02528038005818,56.32,57.0
53.0796813009261,56.32,57.0
52.95204676227558,56.35,57.0
53.00417452125538,56.35,57.0
53.05625675563801,56.35,57.0
53.1082606361388,56.35,57.0
53.16062188224781,56.35,57.0
53.21274930648792,56.35,57.0
53.26479856281269,56.35,57.0
53.317010490226636,56.35,57.0
53.369050113487134,56.35,57.0
53.4211195285796,56.35,57.0
53.47350581817616,56.35,57.0
53.52552858047474,56.35,57.0
53.030360036468416,56.44,57.0
52.649623439788726,56.51,57.0
52.87129146881095,56.48,57.0
51.75787628688801,56.67,57.0
51.96668434123983,56.64,57.0
51.81310486679066,56.67,57.0
51.839521773147474,56.67,57.0
52.048448596572776,56.64,57.0
51.89497762241353,56.67,57.0
51.92139063892354,56.67,57.0
51.947832382392775,56.67,57.0
51.97425388355244,56.67,57.0
52.00066029109944,56.67,57.0
52.02706891422261,56.67,57.0
52.053469354820145,56.67,57.0
52.07989466400136,56.67,57.0
52.10638781261434,56.67,57.0
52.132793055724996,56.67,57.0
52.15921867961873,56.67,57.0
51.820851005172656,56.73,57.0
52.207254788017174,56.67,57.0
52.05129130611409,56.7,57.0
51.892899427413866,56.73,57.0
51.124103646469024,56.86,57.0
51.50011843223564,56.8,57.0
50.725722818183804,56.93,57.0
50.91372400836936,56.9,57.0
51.52975490360252,56.8,57.0
50.755359284210115,56.93,57.0
50.57857981491079,56.96,57.0
50.399381351661575,56.99,57.0
50.40018729610432,56.99,57.0
50.400987982368356,56.99,57.0
50.40178804569233,56.99,57.0
50.4025884826659,56.99,57.0
50.40338939495075,56.99,57.0
50.40418961696613,56.99,57.0
50.404990415382265,56.99,57.0
50.405791013908264,56.99,57.0
49.616165896415616,57.12,57.0
49.971321761131165,57.06,57.0
48.62879732036579,57.28,57.0
50.18719450893389,57.02,57.0
48.787137584113964,57.25,57.0
48.94952913722982,57.22,57.0
49.35749300537099,57.15,57.0
48.73735521850575,57.25,57.0
48.53493444900501,57.28,57.0
48.51253391494739,57.28,57.0
48.49012620849597,57.28,57.0
48.28522980060565,57.31,57.0
48.26035466690051,57.31,57.0
48.23553542671191,57.31,57.0
48.21057080898272,57.31,57.0
48.18576296272265,57.31,57.0
48.160914501571526,57.31,57.0
48.1359902799605,57.31,57.0
48.1110112823485,57.31,57.0
48.08615467929827,57.31,57.0
48.06133384265886,57.31,57.0
48.03652266750322,57.31,57.0
48.011714312744004,57.31,57.0
47.98690575695024,57.31,57.0
47.962079320907456,57.31,57.0
47.93727890110002,57.31,57.0
47.9124737451552,57.31,57.0
47.88765571117387,57.31,57.0
47.862693139266824,57.31,57.0
47.83789198627458,57.31,57.0
47.813072704696516,57.31,57.0
47.788114561462265,57.31,57.0
47.76311697998033,57.31,57.0
47.73822142944322,57.31,57.0
47.89567188796984,57.28,57.0
47.873140771484245,57.28,57.0
48.03303208599078,57.25,57.0
48.195426815605046,57.22,57.0
47.63058161830888,57.31,57.0
47.60567635898576,57.31,57.0
47.763257992744315,57.28,57.0
47.74081658725726,57.28,57.0
47.535985326385365,57.31,57.0
47.69335948410021,57.28,57.0
48.643741789245496,57.12,57.0
48.45173800411213,57.15,57.0
48.98690283298479,57.06,57.0
48.799693700599526,57.09,57.0
48.61002591266621,57.12,57.0
48.60041746921528,57.12,57.0
49.19880783252702,57.02,57.0
49.379608043098315,56.99,57.0
49.380408141898975,56.99,57.0
49.381215497588975,56.99,57.0
49.38201552677141,56.99,57.0
49.3828159490584,56.99,57.0
49.38362172374712,56.99,57.0
49.38442235374437,56.99,57.0
49.38522265567766,56.99,57.0
49.386028927421435,56.99,57.0
49.3868289978026,56.99,57.0
49.38762977504717,56.99,57.0
49.38843115234362,56.99,57.0
49.38923649940478,56.99,57.0
49.3900372703551,56.99,57.0
49.3908382129668,56.99,57.0
49.391639205169554,56.99,57.0
49.392440651893494,56.99,57.0
49.39324683151233,56.99,57.0
49.39405312480914,56.99,57.0
49.394859140205256,56.99,57.0
49.395660362243525,56.99,57.0
49.214049230956896,57.02,57.0
49.39484992313372,56.99,57.0
49.39565478477465,56.99,57.0
49.396456142806876,56.99,57.0
49.397261593818534,56.99,57.0
49.398062552070485,56.99,57.0
48.608455957984816,57.12,57.0
48.59884003696431,57.12,57.0
48.954006526374684,57.06,57.0
48.40200321044911,57.15,57.0
48.75479081649767,57.09,57.0
48.9299902465819,57.06,57.0
48.56039019851674,57.12,57.0
48.36829805355061,57.15,57.0
47.56589113750445,57.28,57.0
47.36101098976122,57.31,57.0
47.70100968322742,57.25,57.0
47.68099046668994,57.25,57.0
47.478584592056144,57.28,57.0
47.45618403663622,57.28,57.0
47.25137874469743,57.31,57.0
47.2265551822661,57.31,57.0
47.20172848606096,57.31,57.0
47.359290840339526,57.28,57.0
47.51927961559283,57.25,57.0
47.49914605827319,57.25,57.0
47.66144840087879,57.22,57.0
47.278913855743276,57.28,57.0
47.0741104972838,57.31,57.0
47.77887753009785,57.19,57.0
47.21647394657122,57.28,57.0
47.01154077301012,57.31,57.0
46.986669618606435,57.31,57.0
47.14413502006518,57.28,57.0
46.93925196914659,57.31,57.0
46.91430906314836,57.31,57.0
46.88944864635454,57.31,57.0
46.86458497161851,57.31,57.0
46.83977316379533,57.31,57.0
46.81481215877519,57.31,57.0
46.789815635681016,57.31,57.0
47.12978177070605,57.25,57.0
47.10977880001056,57.25,57.0
47.88016620922078,57.12,57.0
48.478565091895916,57.02,57.0
47.68654868392933,57.15,57.0
48.64735305767046,56.99,57.0
48.22255168437944,57.06,57.0
48.03533771629319,57.09,57.0
48.02810060825333,57.09,57.0
48.44650003223405,57.02,57.0
48.627306297492844,56.99,57.0
48.62811235771166,56.99,57.0
48.62891327056871,56.99,57.0
48.629724370384075,56.99,57.0
48.630530097198346,56.99,57.0
48.63133456077561,56.99,57.0
48.63213561286912,56.99,57.0
48.632936119842384,56.99,57.0
48.63373814830766,56.99,57.0
48.63453936386094,56.99,57.0
48.63534297409043,56.99,57.0
48.6361432289122,56.99,57.0
48.636944974899144,56.99,57.0
