,Time,Ore_amps,Sulfur_tph,O2_scfm,Carbon_in,Sulf_in,CO3_in,O2,CO2,SO2,TCM,FeS2,CaCO3,T1,T2
0,0.0,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1020.0920324000001,1036.061618
1,10.043103448275863,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.8174059680001,1036.332298382
2,20.086206896551726,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.9786079200001,1036.403539286
3,30.12931034482759,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.9915001679999,1036.413125312
4,40.17241379310345,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.9939967319999,1036.415338322
5,50.21551724137931,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.99450939,1036.4159683760001
6,60.25862068965518,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.9946218540001,1036.416193502
7,70.30172413793103,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.9946507259999,1036.416288272
8,80.3448275862069,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.9946608780001,1036.416330968
9,90.38793103448276,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.994666152,1036.416349922
10,100.43103448275862,90.0,11.0,7400.0,0.87,0.64,17.92,v65,v61,v69,v44,v32,v40,1019.9946696980002,1036.41635741
11,110.47413793103448,83.90591880950173,11.0,7400.0,0.87,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1020.423843248,1035.185812286
12,120.51724137931036,83.90591880950173,10.365570177136041,7400.0,0.87,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1017.6998125100001,1033.979662292
13,130.56034482758622,83.90591880950173,10.365570177136041,7400.0,0.87,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1017.6624391280002,1033.920438134
14,140.60344827586206,83.90591880950173,10.365570177136041,7400.0,0.87,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1017.7778346980001,1034.130845138
15,150.64655172413794,83.90591880950173,10.365570177136041,7400.0,0.87,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1017.8821445000001,1034.428336934
16,160.6896551724138,83.90591880950173,10.365570177136041,7400.0,0.8089654081333907,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1017.957605306,1034.732219306
17,170.73275862068968,83.90591880950173,10.365570177136041,7400.0,0.8089654081333907,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1018.0094202140001,1035.006851696
18,180.77586206896552,83.90591880950173,10.365570177136041,7400.0,0.8089654081333907,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1018.0444726400001,1035.239318132
19,190.8189655172414,83.90591880950173,10.365570177136041,7400.0,0.8089654081333907,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1018.0680763099999,1035.428174276
20,200.86206896551724,83.90591880950173,10.365570177136041,7400.0,0.8089654081333907,0.6861331635499837,17.92,v65,v61,v69,v44,v32,v40,1018.083947126,1035.5773287739999
21,210.9051724137931,83.90591880950173,10.365570177136041,7400.0,0.8089654081333907,0.6861331635499837,17.647239933901126,v65,v61,v69,v44,v32,v40,1018.094613818,1035.6927226700002
22,220.94827586206895,83.90591880950173,10.365570177136041,7188.31428506018,0.8089654081333907,0.6861331635499837,17.647239933901126,v65,v61,v69,v44,v32,v40,1018.1017825160001,1035.780604268
23,230.99137931034483,83.90591880950173,10.81330866605206,7188.31428506018,0.8089654081333907,0.6861331635499837,17.647239933901126,v65,v61,v69,v44,v32,v40,1020.289662878,1036.431052718
24,241.03448275862073,83.90591880950173,10.81330866605206,7188.31428506018,0.8089654081333907,0.6861331635499837,17.647239933901126,v65,v61,v69,v44,v32,v40,1020.4923437240001,1036.55853572
25,251.07758620689657,83.90591880950173,10.81330866605206,7188.31428506018,0.8089654081333907,0.6861331635499837,17.647239933901126,v65,v61,v69,v44,v32,v40,1020.52980446,1036.616442854
26,261.12068965517244,92.96878419765326,10.81330866605206,7188.31428506018,0.8089654081333907,0.6861331635499837,17.647239933901126,v65,v61,v69,v44,v32,v40,1019.896881332,1038.489715742
